Nomor,Nomor Identitias,Badan Usaha,Nama Stasiun,Skema SPKLU,Provinsi,Kabupaten / Kota,Alamat,Latitude,Longitude,Tanggal Pengajuan,Tanggal Verifikasi,Status Terintegrasi,Total Transaksi,Total Konsumsi Listrik,Total Pendapatan
673,01.POSO.00.3603.015,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU POLRESTA TANGERANG,POSO,Banten,KAB. TANGERANG,"Jl. H. Abdul Hamid, Kadu Agung, Kec. Tigaraksa, Kabupaten Tangerang, Banten 15720",-6.27245,106.482309,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
674,01.POSO.00.3603.016,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU POLRESTA TANGERANG,POSO,Banten,KAB. TANGERANG,"Jl. H. Abdul Hamid, Kadu Agung, Kec. Tigaraksa, Kabupaten Tangerang, Banten 15720",-6.27245,106.482309,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
675,01.POSO.00.3603.017,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Grand Batavia,POSO,Banten,KAB. TANGERANG,"Puri Jaya Batavia Jl. Raya Cadas - Kukun, Sindangsari, Pasar Kemis, Kabupaten Tangerang",-6.13904,106.54133,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
676,01.POSO.00.3603.018,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Jaya Imperial Park,POSO,Banten,KAB. TANGERANG,"Jaya Garden Polis, Jl. Raya Mauk KM. 11 Sepatan, Tangerang - Banten",-6.12646,106.58506,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
677,01.POSO.00.3603.019,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Rest Area KM 45 Tol Merak - Tangerang,POSO,Banten,KAB. TANGERANG,"Rest Area Merak-Jakarta Km. 45, Kp. Cigereng, Koper, Kec. Kresek, Kabupaten Tangerang, Banten 15620",-6.186532,106.408486,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
678,01.POSO.00.3603.020,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Rest Area KM 45 Tol Merak - Tangerang,POSO,Banten,KAB. TANGERANG,"Rest Area Merak-Jakarta Km. 45, Kp. Cigereng, Koper, Kec. Kresek, Kabupaten Tangerang, Banten 15620",-6.186532,106.408486,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
679,01.POSO.00.3673.007,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU REST AREA KM 68 B Tol Merak - Tangerang,POSO,Banten,KOTA SERANG,"Banjaragung, Kec. Cipocok Jaya, Kota Serang, Banten 42122",-6.131488,106.204607,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
680,01.POSO.00.3674.023,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 SERPONG,POSO,Banten,KOTA TANGERANG SELATAN,"Jl. Raya Civic Center No. 1 BSD Sektor VIII Serpong, Tangerang Selatan",-6.290783,106.664806,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
681,01.POSO.00.3674.024,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 SERPONG,POSO,Banten,KOTA TANGERANG SELATAN,"Jl. Raya Civic Center No. 1 BSD Sektor VIII Serpong, Tangerang Selatan",-6.290783,106.664806,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
682,01.POSO.00.3602.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP RANGKASBITUNG,POSO,Banten,KAB. LEBAK,"Jl. RT Hardiwinangun No.39, Rangkasbitung Banten 42312",-6.355535,106.249011,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
683,01.POSO.00.3603.021,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU HVT Hotel Qubika Serpong,POSO,Banten,KAB. TANGERANG,"Jalan Boulevard Raya Gading Serpong No.10, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15334",-6.26392,106.617554,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
684,01.PPOO.00.3603.022,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU (ARISTA POWER) BYD BSD CITY,PPOO,Banten,KAB. TANGERANG,"BSD City Serpong Kavling De Park, Jl. BSD Raya Utama Lot 1, Lengkong Kulon, Kec. Pagedangan, Kabupaten Tangerang, Banten 15331",-6.281455,106.636867,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
685,01.PPOO.00.3603.023,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU (ARISTA POWER) BYD BSD CITY,PPOO,Banten,KAB. TANGERANG,"BSD City Serpong Kavling De Park, Jl. BSD Raya Utama Lot 1, Lengkong Kulon, Kec. Pagedangan, Kabupaten Tangerang, Banten 15331",-6.281455,106.636867,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
686,01.POSO.00.3602.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Perumahan Citra Maja Raya,POSO,Banten,KAB. LEBAK,"Jl. Kopo-Maja, Mekarbaru, Kec. Maja, Kabupaten Lebak, Banten 42178",-6.328394,106.390739,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
687,01.POSO.00.3603.024,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU KOTA SUTERA,POSO,Banten,KAB. TANGERANG,"Kawasan Perumahan Kota Sutera Jl Raya Cadas Kukun No 189 Kp Leles Sindangsari Pasar Kemis, Kabupaten Tangerang, Banten",-6.134379,106.538079,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
688,01.POSO.00.3671.018,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Duta Indah Residence,POSO,Banten,KOTA TANGERANG,"Jalan Duta Arcadia, No.1, Perumahan Duta Indah Residence, Duta Sport Club, RT. 001/ RW. 021, Gebang Raya, Kec. Periuk, Kota Tangerang, Banten, 15132",-6.174382,106.593534,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
689,01.POSO.00.3671.019,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Hotel Narita Tangerang,POSO,Banten,KOTA TANGERANG,"Jl. KH. Hasyim Ashari No.63-65, Cipondoh, Kec. Karang Tengah, Kota Tangerang, Banten 15157",-6.192278,106.672523,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
690,01.POSO.00.3671.020,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Hotel Narita Tangerang,POSO,Banten,KOTA TANGERANG,"Jl. KH. Hasyim Ashari No.63-65, Cipondoh, Kec. Karang Tengah, Kota Tangerang, Banten 15157",-6.192278,106.672523,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
691,01.POSO.00.3671.021,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Hotel Narita Tangerang,POSO,Banten,KOTA TANGERANG,"Jl. KH. Hasyim Ashari No.63-65, Cipondoh, Kec. Karang Tengah, Kota Tangerang, Banten 15157",-6.192278,106.672523,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
692,01.POSO.00.3671.022,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU SPBU KEBON NANAS,POSO,Banten,KOTA TANGERANG,"Jl. MH. Thamrin, RT.001/RW.001, Panunggangan Utara, Kec. Pinang, Kota Tangerang, Banten 15143",-6.217006,106.631238,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
693,01.POSO.00.3671.023,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU SPBU KEBON NANAS,POSO,Banten,KOTA TANGERANG,"Jl. MH. Thamrin, RT.001/RW.001, Panunggangan Utara, Kec. Pinang, Kota Tangerang, Banten 15143",-6.217006,106.631238,9/9/2024 16:55,9/27/2024 10:17,Ya,,,
694,01.PPOO.00.3671.024,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU T3 Bandara Soekarno Hatta,PPOO,Banten,KOTA TANGERANG,"Terminal 3 Bandara Soekarno Hatta, Kota Tangerang, RT.001/RW.010, Banten 15126",-6.117824,106.670992,9/9/2024 16:55,9/27/2024 10:17,Tidak,,,
695,01.POSO.00.6271.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 PALANGKA RAYA,POSO,Kalimantan Tengah,KOTA PALANGKARAYA,"Jl. Ahmad Yani No.1, Kec. Pahandut, Kota Palangka Raya, Prov. Kalimantan Tengah",-2.207808,113.922781,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
696,01.POSO.00.6372.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,KANTOR GUBERNUR KALIMANTAN SELATAN,POSO,Kalimantan Selatan,KOTA BANJARBARU,Kantor Gubernur Kalimantan Selatan,-3.484341,114.833861,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
697,01.POSO.00.6307.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 BARABAI,POSO,Kalimantan Selatan,KAB. HULU SUNGAI TENGAH,"Jl. Abdul Muis Redhani No.062, Mandingin, Kec. Barabai, Kabupaten Hulu Sungai Tengah, Kalimantan Selatan",-2.577067,115.389475,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
698,01.POSO.00.6203.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UP3 KUALA KAPUAS,POSO,Kalimantan Tengah,KAB. KAPUAS,"Jl. Patih Rumbih No.70, Selat Tengah, Kec. Selat, Kab. Kapuas, Kalimantan Tengah",-3.007226,114.386188,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
699,01.POSO.00.6271.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP Palangka Raya Barat,POSO,Kalimantan Tengah,KOTA PALANGKARAYA,"Bukit Tunggal, Kec. Jekan Raya, Kota Palangka Raya, Prov. Kalimantan Tengah",-2.180948,113.887053,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
700,01.POSO.00.6202.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP SAMPIT,POSO,Kalimantan Tengah,KAB. KOTAWARINGIN TIMUR,"Jl. Cut Nyak Dien No.317, Mentawa Baru Hulu, Kec. Mentawa Baru Ketapang, Kab. Kotawaringin Timur, Kalimantan Tengah",-2.537038,112.945315,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
701,01.POSO.00.6201.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP PANGKALAN BUN,POSO,Kalimantan Tengah,KAB. KOTAWARINGIN BARAT,"Jl. Pakunegara Raja, Kec. Arut Selatan, Kab. Kotawaringin Barat, Prov. Kalimantan Tengah",-2.678609,111.632982,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
702,01.POSO.00.6371.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP AHMAD YANI,POSO,Kalimantan Selatan,KOTA BANJARMASIN,"Pemurus Luar, Kec. Banjarmasin Timur, Kota Banjarmasin, Prov. Kalimantan Selatan",-3.337407,114.618506,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
703,01.POSO.00.3174.047,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU WIKA TOWER,POSO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. DI. Panjaitan No.Kav 9-10, Cipinang Cempedak, Kecamatan Jatinegara, Kota Jakarta Timur, DKI Jakarta 13340",-6.242204,106.876657,9/9/2024 14:59,9/27/2024 10:16,Ya,,,
704,01.POSO.00.3173.024,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU CV HIDUP MAKMUR,POSO,DKI Jakarta,KOTA ADM. JAKARTA BARAT,"Ruko Intercon Jl Meruya Ilir Raya, Blok D, Srengseng, Kec. Kembangan, Kota Jakarta Barat, DKI Jakarta 11650",-6.198685,106.746669,9/9/2024 14:59,9/27/2024 10:16,Ya,,,
705,01.POSO.00.3173.025,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU CV HIDUP MAKMUR,POSO,DKI Jakarta,KOTA ADM. JAKARTA BARAT,"Ruko Intercon Jl Meruya Ilir Raya, Blok D, Srengseng, Kec. Kembangan, Kota Jakarta Barat, DKI Jakarta 11650",-6.198685,106.746669,9/9/2024 14:59,9/27/2024 10:16,Ya,,,
706,01.POSO.00.6371.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP AHMAD YANI,POSO,Kalimantan Selatan,KOTA BANJARMASIN,"Pemurus Luar, Kec. Banjarmasin Timur, Kota Banjarmasin, Prov. Kalimantan Selatan",-3.337407,114.618506,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
707,01.POSO.00.6301.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN PLTU ASAM-ASAM,POSO,Kalimantan Selatan,KAB. TANAH LAUT,"Jl. Batulicin - Pelaihari, Asam Asam, Kec. Jorong, Kab. Tanah Laut, Kalimantan Selatan",-3.897767,115.092385,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
708,01.POSO.00.6301.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP PELAIHARI,POSO,Kalimantan Selatan,KAB. TANAH LAUT,"Jalan Datu Daim, Pelaihari, Kabupaten Tanah Laut, Kalimantan Selatan",-3.80489,114.768422,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
709,01.POSO.00.6302.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU KANTOR PLN UP3 KOTABARU,POSO,Kalimantan Selatan,KAB. KOTABARU,"Jl. Brigjend H. Hasan Basri, Semayap, Kec. Pulau Laut Utara, Kab. Kotabaru, Kalimantan Selatan 72113",-3.253628,116.212085,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
710,01.POSO.00.6303.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP MARTAPURA,POSO,Kalimantan Selatan,KAB. BANJAR,"Jl. Pangeran Hidayatullah, Keraton, Kec. Martapura, Kab. Banjar, Prov. Kalimantan Selatan",-3.410025,114.845599,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
711,01.POSO.00.6211.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP PULANG PISAU,POSO,Kalimantan Tengah,KAB. PULANG PISAU,"Jl. Tingang Menteng No. 70, Kel. Pulang Pisau, Kec. Kahayan Hilir, Kab. Pulang Pisau, Kalimantan Tengah",-2.753583,114.25669,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
712,01.POSO.00.6305.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP BINUANG,POSO,Kalimantan Selatan,KAB. TAPIN,"Jl. PLN No.1 Kec. Binuang, Kab. Tapin, Prov. Kalimantan Selatan",-3.155874,115.092086,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
713,01.POSO.00.6305.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP RANTAU,POSO,Kalimantan Selatan,KAB. TAPIN,"Jl. Bridjen Haji Hasan Baseri , Rantau, Kec. Tapin Utara , Kab. Tapin, Prov. Kalimantan Selatan",-2.92728,115.166982,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
714,01.POSO.00.6307.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP AMUNTAI,POSO,Kalimantan Selatan,KAB. HULU SUNGAI TENGAH,"Jl. Norman Umar, Kebun Sari, Kec. Amuntai Tengah, Kab. Hulu Sungai Utara, Prov. Kalimantan Selatan",-2.423881,115.250851,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
715,01.POSO.00.6309.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP TANJUNG,POSO,Kalimantan Selatan,KAB. TABALONG,"Jl. Teluk Dalam No.41 RT 07, Sulingan, Kec. Murung Pudak, Kab. Tabalong, Prov. Kalimantan Selatan",-2.168089,115.383904,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
716,01.POSO.00.6311.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP PARINGIN,POSO,Kalimantan Selatan,KAB. BALANGAN,"Jl. A. Yani, Kec. Paringin Selatan, Kab. Balangan, Prov. Kalimantan Selatan",-2.340967,115.460128,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
717,01.POSO.00.6310.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP BATULICIN,POSO,Kalimantan Selatan,KAB. TANAH BUMBU,"Jalan Raya Batulicin KM 4,5, Kec. Batulicin, Kab. Tanah Bumbu, Prov. Kalimantan Selatan",-3.462922,115.996954,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
718,01.POSO.00.6310.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP SATUI,POSO,Kalimantan Selatan,KAB. TANAH BUMBU,"Jalan Provinsi No.165, Kec. Makmur Mulia, Kab. Tanah Bumbu, Prov. Kalimantan Selatan",-3.781542,115.393804,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
719,01.POSO.00.6372.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UPDL BANJARBARU,POSO,Kalimantan Selatan,KOTA BANJARBARU,"Jl. A. Yani KM 32, Loktabat Utara, Kec. Landasan Ulin, Kota Banjarbaru, Prov. Kalimantan Selatan",-3.444947,114.814232,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
720,01.POSO.00.6371.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU DUTA MALL BANJARMASIN,POSO,Kalimantan Selatan,KOTA BANJARMASIN,"Jl. A. Yani No.98, Melayu, Kec. Banjarmasin Tengah, Kota Banjarmasin, Kalimantan Selatan 70232",-3.322849,114.603136,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
721,01.POSO.00.6371.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU DUTA MALL BANJARMASIN,POSO,Kalimantan Selatan,KOTA BANJARMASIN,"Jl. A. Yani No.98, Melayu, Kec. Banjarmasin Tengah, Kota Banjarmasin, Kalimantan Selatan 70232",-3.322849,114.603136,9/10/2024 10:05,9/24/2024 11:32,Ya,,,
722,01.POSO.00.1671.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN UIW S2JB Rivai,POSO,Sumatera Selatan,KOTA PALEMBANG,Jalan Kapt. Arivai no. 37 Palembang,-2.979122,104.748281,9/10/2024 11:46,9/24/2024 11:33,Ya,,,
723,05.ROSO.00.3175.033,PT UTOMO CHARGEPLUS INDONESIA,SPKLU Utomo Charge+ Gama Tower,ROSO,DKI Jakarta,KOTA ADM. JAKARTA TIMUR,"Jl. H. R. Rasuna Said No.2, Karet Kuningan, Kecamatan Setiabudi, Daerah Khusus Ibukota Jakarta",-6.224367,106.833566,12/5/2024 10:33,12/19/2024 9:04,Ya,,,
724,01.POSO.00.3508.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP KLAKAH,POSO,Jawa Timur,KAB. LUMAJANG,"Jl Raya Klakah No. 120, Area Sawah/Kebun, Klakah, Kec. Klakah, Kabupaten Lumajang, Jawa Timur 67356",-7.999601,113.2494,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
725,01.POSO.00.3509.005,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP TANGGUL,POSO,Jawa Timur,KAB. JEMBER,"Jl. PB.Sudirman No.147, Tekoan, Tanggul Kulon, Kec. Tanggul, Kabupaten Jember, Jawa Timur 68155",-8.156911,113.439966,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
726,01.POSO.00.3509.006,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP JEMBER KOTA,POSO,Jawa Timur,KAB. JEMBER,"Jl. PB Sudirman No.114, Wetan Ktr., Jemberlor, Kec. Patrang, Kabupaten Jember, Jawa Timur 68111",-8.157967,113.711087,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
727,01.POSO.00.3509.007,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP JEMBER KOTA,POSO,Jawa Timur,KAB. JEMBER,"Jl. PB Sudirman No.114, Wetan Ktr., Jemberlor, Kec. Patrang, Kabupaten Jember, Jawa Timur 68111",-8.157967,113.711087,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
728,01.POSO.00.3509.008,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN GUDANG UP3 JEMBER,POSO,Jawa Timur,KAB. JEMBER,"Jl. PB Sudirman No.48, Kp. Using, Jemberlor, Kec. Patrang, Kabupaten Jember, Jawa Timur 68118",-8.164668,113.706604,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
729,01.POSO.00.3509.009,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU TMM JEMBER,POSO,Jawa Timur,KAB. JEMBER,"Jl. Hayam Wuruk No.71, Gerdu, Sempusari, Kec. Kaliwates, Kabupaten Jember, Jawa Timur 68131",-8.185496,113.663977,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
730,01.POSO.00.3579.003,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU JATIM PARK 1,POSO,Jawa Timur,KOTA BATU,"JL Dewi Sartika Atas, Sisir - Kota Batu",-7.881543,112.523872,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
731,01.POSO.00.3579.004,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU JATIM PARK 1,POSO,Jawa Timur,KOTA BATU,"JL Dewi Sartika Atas, Sisir - Kota Batu",-7.881543,112.523872,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
732,01.POSO.00.3579.005,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU JATIM PARK 1,POSO,Jawa Timur,KOTA BATU,"JL Dewi Sartika Atas, Sisir - Kota Batu",-7.881543,112.523872,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
733,01.POSO.00.3579.006,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU Museum Angkut,POSO,Jawa Timur,KOTA BATU,"Jl. Terusan Sultan Agung No.2, Ngaglik, Kec. Batu, Kota Batu, Jawa Timur 65314",-7.878362,112.519381,1/15/2025 16:28,1/31/2025 14:37,Ya,,,
734,01.PPOO.00.3174.048,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU ARISTA PONDOK INDAH,PPOO,DKI Jakarta,KOTA ADM. JAKARTA SELATAN,"Jl. H. Nawi No.17, Gandaria Utara, Kec. Kby. Baru, Kota Jakarta Selatan, DKI Jakarta 12140",-6.263599,106.788913,9/9/2024 14:59,9/27/2024 10:16,Ya,,,
735,01.POSO.00.3303.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP PURBALINGGA,POSO,Jawa Tengah,KAB. PURBALINGGA,"Jl. Jend. Sudirman No.113, Purbalingga, Jawa Tengah 53316",-7.3896,109.36529,9/9/2024 16:00,9/27/2024 10:17,Ya,,,
736,01.POSO.00.3307.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP WONOSOBO,POSO,Jawa Tengah,KAB. WONOSOBO,"Jl. Honggoderpo No.7, Pensil Sari, Wonosobo, Jawa Tengah 56311",-7.36891,109.89999,9/9/2024 16:00,9/27/2024 10:17,Ya,,,
737,01.POSO.00.3305.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP KEBUMEN,POSO,Jawa Tengah,KAB. KEBUMEN,"Jl. Tentara Pelajar No.19, Panggel, Panjer, Kec. Kebumen, Kabupaten Kebumen, Jawa Tengah",-7.67509,109.67049,9/9/2024 16:00,9/27/2024 10:17,Ya,,,
738,01.POSO.00.3322.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP UNGARAN,POSO,Jawa Tengah,KAB. SEMARANG,"Jl. Gatot Subroto No.190, Kuncen, Ungaran, Kec. Ungaran Bar, Kabupaten Semarang, Jawa Tengah 50517",-7.12587,110.40626,9/9/2024 16:00,9/27/2024 10:17,Ya,,,
739,01.POSO.00.3322.002,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP UNGARAN,POSO,Jawa Tengah,KAB. SEMARANG,"Jl. Gatot Subroto No.190, Kuncen, Ungaran, Kec. Ungaran Bar, Kabupaten Semarang, Jawa Tengah 50517",-7.12587,110.40626,9/9/2024 16:00,9/27/2024 10:17,Ya,,,
740,01.POSO.00.3306.001,PERUSAHAAN PERSEROAN (PERSERO) PT. PERUSAHAAN LISTRIK NEGARA,SPKLU PLN ULP PURWOREJO,POSO,Jawa Tengah,KAB. PURWOREJO,"Jl. A. Yani, Kedungputri, Baledono, Kec. Purworejo, Kabupaten Purworejo",-7.713199,110.009586,9/9/2024 16:00,9/27/2024 10:17,Ya,,,
